,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
416,FDF,10.195,0.017627888,Starchy Foods,239.6538,35,S,ST1,2403.538
419,NCC,19.0,0.027139012999999997,Household,127.3336,17,,ST1,2940.1728
420,FDR,7.075,0.03777249,Frozen Foods,98.0068,10,,GS,291.6204
421,FDB,13.15,0.036746479,Frozen Foods,181.2976,45,,ST1,3259.7568
422,FDW,20.1,0.022460102000000003,Fruits and Vegetables,226.8036,49,M,ST1,3415.554
423,FDA,20.35,0.0,Dairy,256.7672,18,M,ST2,5624.6784
424,NCU,18.85,0.05213575,Health and Hygiene,190.1846,49,M,ST1,6687.960999999999
425,FDY,16.35,0.062508438,Fruits and Vegetables,227.1062,49,M,ST1,5642.655
426,FDV,11.3,0.007309544,Meat,196.2426,18,M,ST2,4943.565
428,FDW,18.0,0.14297822300000002,Fruits and Vegetables,87.4514,45,,ST1,796.9626
430,FDW,,0.143592939,Baking Goods,37.3164,19,S,GS,38.6164
431,FDU,20.25,0.011995271000000002,Canned,184.5924,46,S,ST1,4997.4948
432,FDF,15.5,0.15717236,Snack Foods,149.1418,49,M,ST1,588.5672
433,DRH,,0.061393095,Dairy,91.81200000000001,19,S,GS,372.848
434,FDW,,0.264124669,Meat,155.7314,19,S,GS,155.1314
436,NCR,10.1,0.054630834,Health and Hygiene,200.2084,46,S,ST1,1587.2672
437,FDB,16.7,0.052517969000000005,Frozen Foods,115.4176,45,,ST1,687.1056
438,FDL,20.7,0.047565208,Dairy,213.4876,49,M,ST1,1929.4884
439,FDB,16.0,0.060797393,Starchy Foods,223.8404,13,H,ST1,3600.6464
440,FDI,14.0,0.041291168999999996,Starchy Foods,180.7634,46,S,ST1,2181.1608
441,FDX,12.85,0.022604051,Fruits and Vegetables,181.4318,46,S,ST1,3428.2042
442,FDP,20.85,0.056580227999999996,Breads,105.6648,45,,ST1,623.1888
443,NCJ,12.35,0.16419682300000002,Household,120.5124,49,M,ST1,2133.2232
444,FDJ,6.85,0.022976497000000002,Frozen Foods,261.6594,18,M,ST2,3401.5722
447,DRH,8.775,0.0,Dairy,45.9428,13,H,ST1,790.9704
449,NCO,,0.014205168,Household,56.7614,27,M,ST3,2486.763
450,FDE,14.85,0.09344495,Baking Goods,141.0812,35,S,ST1,1139.8496
452,FDZ,7.84,0.15412025199999999,Canned,51.935,18,M,ST2,199.74
453,FDW,18.25,0.089004389,Frozen Foods,196.7452,45,,ST1,978.7260000000001
454,FDU,10.3,0.011117041000000001,Snack Foods,85.854,13,H,ST1,2683.1740000000004
455,NCE,12.5,0.103422709,Household,169.9448,35,S,ST1,2897.5616
457,FDB,20.25,0.102723919,Canned,93.212,46,S,ST1,1957.4520000000002
459,NCC,15.0,0.044871033,Health and Hygiene,140.3838,13,H,ST1,2528.7084
460,FDQ,8.325,0.029760052000000002,Fruits and Vegetables,38.7138,13,H,ST1,284.2966
463,NCV,6.26,0.031599715,Household,111.3228,17,,ST1,2431.5016
464,DRI,17.25,0.042413704,Dairy,173.1764,18,M,ST2,4466.1864
466,NCS,13.6,0.009984847,Household,175.437,13,H,ST1,1940.807
468,FDG,7.975,0.014660821000000001,Baking Goods,85.125,45,,ST1,2663.2
470,NCH,12.3,0.07670963900000001,Household,247.84599999999998,45,,ST1,3448.844
471,FDA,5.985,0.005677876,Baking Goods,184.8924,45,,ST1,1665.8316
472,FDU,,0.0,Fruits and Vegetables,184.7266,27,M,ST3,8114.7704
473,FDT,15.15,0.012282366000000001,Snack Foods,132.5284,49,M,ST1,1713.7692
474,FDU,12.35,0.026681262,Canned,56.4246,46,S,ST1,810.9444
475,FDK,14.3,0.127541722,Frozen Foods,84.9224,46,S,ST1,1193.1136
476,NCT,8.695,0.119513002,Household,93.4094,35,S,ST1,856.8846
477,FDV,16.35,0.054463442,Meat,163.8842,10,,GS,165.7842
478,FDM,6.135,0.0,Baking Goods,151.3366,45,,ST1,1057.9562
479,NCO,19.5,0.015756784,Household,185.0608,45,,ST1,2205.1296
481,DRK,8.895,0.07543556,Hard Drinks,235.8616,35,S,ST1,3046.7008
482,FDW,18.25,0.0,Frozen Foods,196.8452,46,S,ST1,3327.6684
483,FDC,21.35,0.11519471699999999,Canned,258.3278,10,,GS,520.6556
485,FDN,,0.064636203,Baking Goods,90.0804,27,M,ST3,2113.2492
487,FDX,,0.13121032,Dairy,74.0354,19,S,GS,75.2354
488,FDH,10.895,0.035747522000000004,Fruits and Vegetables,133.6284,46,S,ST1,1581.9408
490,NCT,,0.09803177099999999,Health and Hygiene,151.3024,19,S,GS,151.8024
492,NCP,8.51,0.016201845,Household,195.2478,17,,ST1,4262.4516
493,FDN,14.15,0.05837308,Snack Foods,243.9828,10,,GS,731.0484
494,FDP,6.65,0.087652908,Fruits and Vegetables,128.8678,35,S,ST1,1398.8458
495,FDV,15.25,0.065999008,Snack Foods,177.96599999999998,49,M,ST1,2336.958
496,FDW,18.25,0.088750333,Frozen Foods,196.5452,13,H,ST1,2348.9424
499,NCG,19.2,0.0,Household,127.831,45,,ST1,1298.31
500,NCK,12.15,0.0,Household,117.815,17,,ST1,2330.3
502,FDB,10.895,0.228993134,Dairy,263.4568,10,,GS,527.3136
504,FDE,,0.026749991,Frozen Foods,106.928,27,M,ST3,2876.256
505,FDK,9.195,0.0,Baking Goods,43.6744,18,M,ST2,407.4696
506,FDW,11.35,0.043333912,Fruits and Vegetables,201.0742,18,M,ST2,2189.8162
507,NCX,10.0,0.08965681199999999,Health and Hygiene,144.0102,17,,ST1,1603.9122
508,NCM,9.395,0.039954281,Others,82.4908,35,S,ST1,2013.3792
510,FDQ,20.75,0.14940405699999998,Breakfast,192.8478,10,,GS,774.9912
511,FDK,9.8,0.0268952,Meat,128.40200000000002,45,,ST1,2403.538
512,FDK,5.695,0.065857092,Frozen Foods,258.5646,18,M,ST2,4380.2982
514,FDL,19.35,0.082197959,Baking Goods,49.2034,13,H,ST1,729.051
515,DRL,18.35,0.015335349,Hard Drinks,106.6938,45,,ST1,1393.5194
516,NCX,6.36,0.00599072,Household,163.6526,45,,ST1,5262.4832
517,DRD,9.8,0.013898123,Soft Drinks,46.506,18,M,ST2,372.848
518,FDZ,,0.078912473,Baking Goods,99.9042,27,M,ST3,3273.7386
519,NCJ,,0.059776237,Household,231.7642,27,M,ST3,5344.3766
520,FDL,6.635,0.0,Frozen Foods,39.7506,13,H,ST1,303.6048
521,FDC,18.1,0.29788371199999997,Dairy,156.7288,10,,GS,314.2576
522,NCD,8.93,0.022059594,Household,56.0614,10,,GS,276.307
523,FDD,8.3,0.03532494,Fruits and Vegetables,38.9506,13,H,ST1,721.0614
524,NCN,8.895,0.124967595,Household,112.7544,45,,ST1,3467.4864
525,FDY,16.35,0.062411404000000004,Fruits and Vegetables,225.9062,46,S,ST1,5416.9488
528,FDC,19.0,0.10403514800000001,Fruits and Vegetables,227.77200000000002,17,,ST1,5206.556
529,FDU,7.56,0.06390019,Frozen Foods,157.263,45,,ST1,2503.408
530,FDN,12.6,0.06264811099999999,Frozen Foods,104.899,13,H,ST1,1960.781
531,NCM,15.6,0.11168586800000001,Others,184.7924,10,,GS,370.1848
532,FDR,8.71,0.23303981699999998,Canned,49.5376,10,,GS,95.8752
533,FDC,18.1,0.17824575,Dairy,158.1288,49,M,ST1,3299.7048
534,FDB,13.35,0.140241213,Frozen Foods,150.2392,17,,ST1,2684.5056
535,FDK,16.6,0.0,Fruits and Vegetables,173.3738,46,S,ST1,2085.2856
537,FDO,,0.016516275,Fruits and Vegetables,47.4034,27,M,ST3,2187.153
538,FDO,16.6,0.026537206,Frozen Foods,57.2614,46,S,ST1,1049.9666
539,NCL,15.35,0.015673267,Others,145.047,35,S,ST1,2719.7929999999997
540,FDA,19.7,0.089083914,Fruits and Vegetables,54.593,10,,GS,56.593
541,FDR,14.3,0.13115279900000001,Baking Goods,78.6328,17,,ST1,231.6984
542,FDV,,0.083109455,Canned,195.8426,27,M,ST3,5734.5354
543,FDG,10.0,0.045818773,Frozen Foods,138.718,13,H,ST1,1398.18
545,FDB,,0.0,Canned,160.692,19,S,GS,319.584
547,FDD,12.15,0.030815427000000003,Frozen Foods,252.0698,10,,GS,1014.6792
548,NCR,17.85,0.01806055,Health and Hygiene,97.0094,45,,ST1,2094.6068
549,FDW,9.5,0.035205866,Fruits and Vegetables,171.3448,49,M,ST1,2386.2272
550,FDU,11.8,0.076705948,Snack Foods,34.7558,35,S,ST1,780.9834
551,FDI,14.1,0.089677773,Canned,139.8496,46,S,ST1,1693.7952
555,FDJ,10.3,0.050353695,Canned,78.696,17,,ST1,1757.7120000000002
556,NCQ,,0.110762642,Others,108.5912,27,M,ST3,1637.868
558,FDU,10.8,0.083016832,Dairy,193.4504,17,,ST1,2876.256
559,FDS,17.75,0.0,Fruits and Vegetables,139.9838,45,,ST1,1966.7732
561,DRF,19.1,0.075836522,Dairy,40.2138,10,,GS,81.2276
562,FDJ,20.7,0.100330684,Fruits and Vegetables,123.4388,49,M,ST1,1238.388
563,FDE,,0.051778173,Snack Foods,157.892,19,S,GS,319.584
565,DRM,6.57,0.066014596,Hard Drinks,259.7278,13,H,ST1,2863.6058
566,FDL,5.78,0.07429945,Snack Foods,264.9568,45,,ST1,1845.5976
567,FDL,6.92,0.131128467,Breakfast,93.1804,49,M,ST1,1561.9668
568,FDD,20.25,0.014816356000000001,Dairy,194.1162,49,M,ST1,3848.324
569,FDT,13.65,0.049318315,Fruits and Vegetables,149.005,45,,ST1,2097.27
570,FDO,13.5,0.017960491999999998,Snack Foods,81.596,17,,ST1,639.168
571,NCM,16.5,0.035801238,Health and Hygiene,92.61200000000001,18,M,ST2,559.2719999999999
572,FDJ,16.7,0.038606365,Snack Foods,146.5102,45,,ST1,2770.3938
573,FDC,8.68,0.008871687,Frozen Foods,99.7384,18,M,ST2,295.6152
574,DRK,,0.125793938,Hard Drinks,36.2506,19,S,GS,37.9506
575,FDQ,7.235,0.058369013,Snack Foods,115.2834,18,M,ST2,1267.0174
576,DRB,16.75,0.0,Soft Drinks,39.3822,46,S,ST1,353.5398
577,DRE,15.35,0.07326933599999999,Soft Drinks,92.11200000000001,35,S,ST1,1118.5439999999999
578,FDL,10.8,0.049677650999999996,Fruits and Vegetables,245.9144,13,H,ST1,4655.2736
579,NCV,6.26,0.031470832000000004,Household,110.2228,49,M,ST1,1547.3192
580,FDW,5.63,0.024579432000000002,Meat,105.3306,49,M,ST1,1045.306
581,FDL,6.92,0.131665479,Breakfast,91.8804,17,,ST1,275.6412
582,FDC,12.15,0.015523707,Frozen Foods,212.0928,18,M,ST2,2735.1064
583,FDK,16.6,0.122475364,Fruits and Vegetables,175.5738,45,,ST1,347.5476
584,FDE,9.195,0.10789139800000001,Snack Foods,182.7634,46,S,ST1,3817.0314
585,FDP,19.0,0.128065918,Snack Foods,104.3622,35,S,ST1,1905.5196
586,FDZ,9.395,0.045361705,Snack Foods,83.825,45,,ST1,665.8
589,NCU,18.85,0.052054819,Health and Hygiene,189.1846,46,S,ST1,2101.9306
590,NCF,9.13,0.051952572999999995,Household,152.3024,45,,ST1,1821.6288
591,FDG,9.0,0.050786366,Canned,152.2024,17,,ST1,3643.2576
593,FDR,6.715,0.121485195,Baking Goods,40.2454,13,H,ST1,587.2356
595,FDR,18.7,0.037699254,Fruits and Vegetables,110.2886,45,,ST1,2223.772
596,FDU,7.93,0.0,Frozen Foods,123.2414,18,M,ST2,487.3656
597,NCQ,18.75,0.034501405,Household,211.7218,17,,ST1,5770.4886
599,DRK,5.0,0.044004675,Soft Drinks,188.85299999999998,46,S,ST1,5502.8369999999995
600,FDK,7.445,0.0,Baking Goods,76.8354,46,S,ST1,2181.8266
601,FDV,20.85,0.12125037400000001,Snack Foods,193.9452,46,S,ST1,1565.9616
603,FDZ,19.2,0.10023011400000001,Frozen Foods,112.9886,49,M,ST1,1667.829
604,NCF,17.35,0.167383061,Household,175.6712,46,S,ST1,2812.3392
605,FDQ,14.3,0.034404732,Baking Goods,98.1726,35,S,ST1,489.36300000000006
606,FDW,19.5,0.082719632,Canned,179.3002,45,,ST1,2865.6032
607,FDR,6.675,0.041913535,Snack Foods,90.7462,35,S,ST1,1665.8316
608,NCE,8.18,0.0132043,Household,143.8154,17,,ST1,2694.4926
609,FDK,6.98,0.041105789,Canned,83.4934,46,S,ST1,1555.9746
610,FDC,,0.141106202,Starchy Foods,87.9172,27,M,ST3,3836.3396
611,FDL,16.85,0.036463975,Snack Foods,90.7488,45,,ST1,543.2928
612,NCQ,14.8,0.01946418,Health and Hygiene,196.3794,13,H,ST1,1950.7939999999999
613,FDX,12.3,0.0,Snack Foods,57.3562,13,H,ST1,177.7686
615,FDH,15.1,0.10564685300000001,Fruits and Vegetables,42.8796,35,S,ST1,949.4308
617,DRJ,10.1,0.046545786,Hard Drinks,59.9878,13,H,ST1,484.7024
618,FDC,16.0,0.065009745,Dairy,79.5986,13,H,ST1,934.7832
619,FDO,17.7,0.016630303,Fruits and Vegetables,48.1034,45,,ST1,534.6374
620,FDP,8.1,0.134532392,Canned,39.448,49,M,ST1,878.8560000000001
621,FDP,20.6,0.083133128,Baking Goods,120.1756,49,M,ST1,1332.9316
622,NCQ,20.35,0.039428167,Household,127.9678,18,M,ST2,3560.6984
623,FDY,8.195,0.0,Baking Goods,93.1462,18,M,ST2,647.8234
624,FDU,17.75,0.034823127,Dairy,248.675,45,,ST1,4993.5
625,FDB,7.475,0.148492521,Fruits and Vegetables,240.6854,35,S,ST1,1691.7978
627,FDK,12.6,0.041622264,Fruits and Vegetables,124.0072,49,M,ST1,4042.7376
628,FDX,,0.064933297,Snack Foods,174.83700000000002,27,M,ST3,4763.799
629,FDM,7.895,0.0945493,Breakfast,102.6332,35,S,ST1,1640.5312
630,DRI,,0.107076832,Soft Drinks,58.7904,27,M,ST3,1288.9888
632,FDU,8.355,0.18832266399999997,Canned,148.5418,18,M,ST2,2207.127
633,FDE,,0.0,Frozen Foods,145.2102,19,S,GS,437.4306
634,FDE,18.5,0.052025392000000004,Snack Foods,118.4124,13,H,ST1,2370.248
635,FDT,,0.065316099,Fruits and Vegetables,189.9214,27,M,ST3,5087.3778
636,FDZ,8.975,0.01516265,Canned,101.899,10,,GS,103.199
637,FDM,10.1,0.053584207,Fruits and Vegetables,224.4088,46,S,ST1,4697.8848
638,FDS,9.285,0.020989132,Snack Foods,158.6578,13,H,ST1,2406.867
639,FDZ,11.6,0.144017405,Dairy,238.3222,46,S,ST1,5736.5328
640,FDC,,0.11597812199999999,Snack Foods,183.4266,27,M,ST3,7192.6374
641,FDY,12.5,0.081465335,Meat,220.7798,18,M,ST2,6611.394
643,DRG,14.15,0.042352822000000005,Dairy,51.6982,18,M,ST2,1262.3568
644,NCG,20.2,0.074541867,Household,94.1462,18,M,ST2,1758.3778
645,FDT,13.65,0.18454121,Canned,211.5902,45,,ST1,4672.5844
646,NCR,17.25,0.114160573,Household,253.1724,17,,ST1,3775.086
647,DRF,5.655,0.175352413,Soft Drinks,147.4102,49,M,ST1,2478.7734
648,FDF,20.75,0.083590755,Frozen Foods,182.2318,35,S,ST1,3067.3406
650,FDR,20.0,0.028282832,Fruits and Vegetables,46.2744,17,,ST1,1086.5856
651,FDY,11.8,0.0,Fruits and Vegetables,46.5402,10,,GS,229.701
652,FDD,16.75,0.008208341999999999,Canned,102.8674,45,,ST1,1528.011
653,DRF,18.35,0.03334929,Dairy,155.034,18,M,ST2,1990.7420000000002
654,FDH,12.8,0.076060037,Fruits and Vegetables,95.141,46,S,ST1,868.8689999999999
656,FDB,8.75,0.074931201,Fruits and Vegetables,187.6556,18,M,ST2,938.778
657,FDD,13.3,0.080131363,Dairy,234.03,18,M,ST2,4194.54
660,FDE,20.7,0.04874969,Fruits and Vegetables,37.5506,35,S,ST1,113.8518
661,FDA,,0.014788593999999999,Starchy Foods,174.408,27,M,ST3,7443.644
662,FDJ,11.1,0.11129811099999999,Fruits and Vegetables,191.7846,17,,ST1,3057.3536
663,FDG,8.975,0.05268526,Canned,83.3224,13,H,ST1,3579.3408
666,FDS,13.8,0.064153845,Fruits and Vegetables,76.9012,13,H,ST1,607.2096
667,FDU,4.785,0.092516598,Breads,120.1098,13,H,ST1,1325.6078
668,FDL,20.0,0.10424519800000001,Canned,105.3622,49,M,ST1,1270.3464
669,FDO,,0.041779181,Meat,43.4112,27,M,ST3,1107.8912
670,DRK,8.395,0.07226985,Hard Drinks,254.104,18,M,ST2,3542.0559999999996
671,FDO,6.175,0.17980696100000002,Meat,95.2752,18,M,ST2,1534.0032
672,FDB,8.21,0.044995630999999994,Dairy,89.2198,49,M,ST1,1308.297
673,FDA,19.7,0.053523765,Fruits and Vegetables,55.393,17,,ST1,1471.418
676,FDR,5.845,0.10544580099999999,Frozen Foods,214.4218,18,M,ST2,1496.0526
677,NCQ,11.395,0.0,Health and Hygiene,151.6708,13,H,ST1,3460.8284
678,FDF,7.17,0.05997133,Fruits and Vegetables,132.1968,18,M,ST2,2870.9296
679,FDU,5.75,0.075595405,Dairy,114.7176,17,,ST1,1259.6936
680,FDG,15.5,0.21037580600000003,Fruits and Vegetables,178.2028,10,,GS,177.1028
681,FDD,7.76,0.059341019,Snack Foods,99.77,35,S,ST1,798.96
682,FDT,13.65,0.18520944,Canned,212.9902,17,,ST1,3185.853
683,FDK,10.8,0.098566832,Meat,98.3042,49,M,ST1,1488.0629999999999
684,FDJ,11.1,0.11084417,Fruits and Vegetables,189.2846,49,M,ST1,5159.2842
685,FDS,,0.035015199999999996,Snack Foods,182.0318,27,M,ST3,5954.2494
686,FDJ,12.8,0.023567538,Meat,226.8404,49,M,ST1,4500.808
687,FDU,8.785,0.0,Fruits and Vegetables,123.0414,10,,GS,121.8414
688,FDG,20.6,0.04792722,Fruits and Vegetables,185.9556,35,S,ST1,4318.3788
689,FDE,7.89,0.036207786,Dairy,121.0782,45,,ST1,3456.1678
690,FDU,16.85,0.044377096,Fruits and Vegetables,185.8266,13,H,ST1,1659.8394
691,NCH,16.35,0.034742632,Household,127.402,45,,ST1,759.012
692,FDX,,0.116915909,Snack Foods,159.4578,27,M,ST3,4974.1918
693,FDR,17.35,0.062979148,Baking Goods,87.98299999999999,45,,ST1,1707.777
694,FDC,,0.068604503,Fruits and Vegetables,197.3768,27,M,ST3,7488.9184
696,NCQ,12.6,0.007450258,Household,186.7556,13,H,ST1,2816.3340000000003
697,NCU,5.32,0.09302771800000001,Health and Hygiene,101.4674,49,M,ST1,2954.1546
698,NCZ,,0.164864915,Household,255.2698,19,S,GS,761.0094
700,DRH,,0.014522363,Soft Drinks,50.2324,27,M,ST3,1298.31
703,NCT,14.6,0.059393919,Household,181.7976,35,S,ST1,3259.7568
704,FDF,7.55,0.027212057999999997,Canned,152.734,49,M,ST1,2756.4120000000003
705,FDM,13.8,0.013263968000000001,Canned,106.9254,46,S,ST1,2930.1858
706,FDX,17.25,0.079113947,Snack Foods,99.2068,10,,GS,97.2068
707,NCV,10.1,0.03020851,Health and Hygiene,153.1656,46,S,ST1,1544.656
709,FDA,9.8,0.047187038,Baking Goods,100.6016,46,S,ST1,1619.2256
710,NCV,11.3,0.066681333,Household,194.4478,46,S,ST1,387.4956
711,NCE,7.67,0.185218446,Household,36.3216,45,,ST1,415.4592
713,FDH,10.395,0.031273559,Seafood,160.0604,49,M,ST1,1267.6832
714,FDR,20.7,0.042836778,Dairy,175.8028,46,S,ST1,1593.9252
717,NCQ,16.35,0.013420878999999998,Others,104.82799999999999,18,M,ST2,1810.976
719,NCN,15.2,0.012184998999999998,Health and Hygiene,50.3034,17,,ST1,145.8102
720,FDI,14.3,0.026428924,Frozen Foods,78.2302,18,M,ST2,554.6114
721,FDA,,0.045243612999999995,Dairy,146.8102,27,M,ST3,3499.4448
722,FDZ,20.0,0.0,Frozen Foods,127.3678,46,S,ST1,1780.3492
723,FDO,,0.076790922,Frozen Foods,172.1106,27,M,ST3,2566.659
725,FDP,,0.133673087,Canned,41.548,27,M,ST3,918.804
726,FDV,,0.060252433,Dairy,170.7106,27,M,ST3,3079.9908
727,FDS,8.18,0.08252970400000001,Frozen Foods,56.9588,49,M,ST1,744.3644
729,FDP,18.7,0.08927225300000001,Snack Foods,254.7672,46,S,ST1,5113.344
730,FDJ,12.35,0.072541731,Dairy,48.5692,45,,ST1,886.8456
731,FDQ,16.0,0.017536671,Meat,45.5718,13,H,ST1,1039.9796
732,DRK,8.395,0.072088552,Hard Drinks,253.704,49,M,ST1,4554.072
733,FDU,4.785,0.092781435,Breads,119.7098,45,,ST1,1807.6470000000002
734,NCK,5.03,0.008644894,Household,122.6756,35,S,ST1,2665.8632
736,NCY,7.285,0.031145742999999997,Household,173.6054,35,S,ST1,2626.5809999999997
737,FDA,20.35,0.0,Snack Foods,120.9072,49,M,ST1,1470.0864
738,FDO,17.7,0.030108283,Snack Foods,165.9816,17,,ST1,4362.3216
739,FDE,,0.044391149000000005,Canned,164.3842,27,M,ST3,4476.1734
740,FDF,20.25,0.022639471,Dairy,248.4092,17,,ST1,2241.0828
742,FDS,,0.139419417,Meat,66.0826,19,S,GS,258.3304
743,FDB,18.25,0.015278898999999999,Snack Foods,199.0084,46,S,ST1,3174.5344
744,NCQ,20.35,0.039329257,Household,127.6678,49,M,ST1,2924.8594
745,FDO,16.75,0.008579863,Meat,72.3038,49,M,ST1,960.7494
747,FDA,18.5,0.0,Dairy,144.2102,35,S,ST1,2041.3428
750,FDT,13.65,0.016001434,Breads,230.6668,17,,ST1,1842.9344
751,FDG,13.15,0.165328057,Fruits and Vegetables,170.6764,35,S,ST1,3435.528
752,FDV,,0.013529883999999999,Fruits and Vegetables,106.2596,27,M,ST3,1402.1748
754,DRE,6.28,0.027699862999999998,Soft Drinks,87.9198,35,S,ST1,1221.0772
755,FDE,5.925,0.09646733,Dairy,42.8086,46,S,ST1,669.1289999999999
756,FDL,17.7,0.011636708,Frozen Foods,94.541,45,,ST1,1061.951
757,FDD,18.85,0.141642219,Canned,168.1132,46,S,ST1,2874.9244
758,FDC,,0.044767800999999996,Dairy,241.8854,27,M,ST3,4592.0226
759,FDN,17.5,0.028009382000000003,Meat,141.718,10,,GS,419.454
760,FDC,17.7,0.1164455,Snack Foods,182.8266,13,H,ST1,5163.9448
761,FDV,16.1,0.013584408000000001,Fruits and Vegetables,107.7596,13,H,ST1,323.5788
762,FDK,9.8,0.026950104,Meat,128.40200000000002,18,M,ST2,1265.02
763,NCR,7.565,0.054751689000000006,Health and Hygiene,54.793,45,,ST1,622.523
764,FDY,17.6,0.076121831,Meat,111.7202,46,S,ST1,1125.202
765,FDU,12.15,0.058516562,Fruits and Vegetables,164.1552,49,M,ST1,5198.5664
766,FDZ,9.31,0.037923509,Frozen Foods,61.651,13,H,ST1,379.506
768,FDV,9.5,0.031346387,Fruits and Vegetables,110.7228,45,,ST1,1657.842
769,NCL,15.35,0.015663185,Others,143.947,13,H,ST1,3006.087
770,FDW,,0.06375030200000001,Canned,153.4682,27,M,ST3,2287.0229999999997
771,FDC,,0.07252476,Snack Foods,120.3098,27,M,ST3,1687.1372
772,DRC,17.85,0.038040837,Soft Drinks,189.1188,17,,ST1,3237.1196
773,DRK,7.02,0.049823902,Dairy,82.225,13,H,ST1,2746.425
774,FDG,,0.014560297,Baking Goods,81.425,27,M,ST3,1331.6
775,FDO,,0.026408697999999998,Frozen Foods,53.2614,27,M,ST3,607.8754
776,DRB,12.3,0.069446588,Soft Drinks,106.3938,35,S,ST1,857.5504
777,FDK,5.46,0.03217132,Canned,184.824,35,S,ST1,4287.752
778,FDM,15.1,0.026046137999999996,Frozen Foods,147.2076,45,,ST1,1773.6912
779,FDY,11.8,0.12184843599999999,Fruits and Vegetables,46.8402,45,,ST1,597.2226
780,NCO,19.25,0.10847050400000001,Household,33.4558,18,M,ST2,441.4254
781,FDO,13.65,0.0,Snack Foods,55.8588,45,,ST1,1431.47
782,FDK,13.35,0.038494623,Snack Foods,240.2564,13,H,ST1,2860.2768
784,FDO,13.15,0.038029746,Snack Foods,88.6856,45,,ST1,1757.7120000000002
785,FDF,14.3,0.065207559,Fruits and Vegetables,89.8856,46,S,ST1,966.7416
787,FDS,7.825,0.133281968,Meat,63.2826,10,,GS,129.1652
788,DRF,19.1,0.045299563,Dairy,38.8138,35,S,ST1,365.5242
789,FDE,8.71,0.121149472,Canned,93.7778,13,H,ST1,1783.6782
791,FDW,19.5,0.0,Canned,179.3002,49,M,ST1,2328.3026
794,FDY,17.6,0.016060186,Breads,47.2402,45,,ST1,505.3422
795,FDZ,,0.009014978,Canned,102.699,27,M,ST3,3095.97
796,FDX,19.1,0.096733815,Fruits and Vegetables,233.1958,46,S,ST1,5141.3076
797,FDG,6.13,0.102607233,Fruits and Vegetables,54.0298,18,M,ST2,808.947
798,FDQ,6.55,0.024521191,Breads,100.6332,35,S,ST1,2665.8632
799,FDY,16.5,0.16062411599999998,Snack Foods,143.8128,17,,ST1,2588.6304
800,NCN,17.0,0.052165855,Health and Hygiene,125.073,13,H,ST1,1108.557
801,FDA,10.5,0.0,Baking Goods,162.421,45,,ST1,1304.968
804,FDH,16.1,0.024928351,Fruits and Vegetables,95.141,13,H,ST1,3089.312
807,FDB,16.25,0.057485327999999995,Fruits and Vegetables,126.2046,49,M,ST1,1867.569
808,FDA,13.35,0.149669322,Snack Foods,180.266,45,,ST1,898.83
809,FDL,,0.024776026,Baking Goods,172.3422,27,M,ST3,7759.899
810,FDP,5.15,0.061165512000000005,Meat,125.6388,35,S,ST1,2848.2924
813,DRD,9.895,0.167799329,Soft Drinks,239.4564,35,S,ST1,5243.8408
814,NCF,17.35,0.167351411,Household,176.0712,35,S,ST1,2109.2544
816,FDR,6.675,0.041886576,Snack Foods,92.1462,13,H,ST1,1203.1006
818,NCP,17.35,0.020542737,Others,80.5618,13,H,ST1,322.2472
819,FDV,16.75,0.045047439,Snack Foods,186.4556,46,S,ST1,3942.8676
820,DRP,18.85,0.091008572,Hard Drinks,129.6336,49,M,ST1,3195.84
822,FDS,12.65,0.156286566,Fruits and Vegetables,238.9538,49,M,ST1,4086.0146
825,FDF,7.07,0.093653464,Snack Foods,113.3834,35,S,ST1,1267.0174
826,FDA,13.65,0.036107198,Snack Foods,184.4924,18,M,ST2,5182.5872
828,FDE,7.06,0.073480266,Starchy Foods,58.8904,10,,GS,58.5904
829,DRJ,11.8,0.113234914,Soft Drinks,186.3924,13,H,ST1,5367.6796
832,FDD,,0.021170542,Baking Goods,117.6124,27,M,ST3,2251.7356
835,NCO,19.5,0.01430324,Household,57.2614,45,,ST1,1547.3192
836,FDL,19.35,0.137697119,Baking Goods,47.1034,10,,GS,145.8102
840,FDQ,5.785,0.0,Fruits and Vegetables,87.1856,35,S,ST1,1406.1696
841,FDK,,0.045105407,Meat,89.4172,19,S,GS,178.4344
842,DRG,6.13,0.07685520700000001,Dairy,59.3536,49,M,ST1,1470.0864
843,NCR,9.8,0.024482643999999998,Health and Hygiene,116.2492,18,M,ST2,2896.23
845,FDT,7.42,0.020474913,Snack Foods,248.4092,18,M,ST2,996.0368
846,FDT,16.7,0.062044506,Snack Foods,57.4562,46,S,ST1,948.0992
847,FDL,,0.22022560800000002,Fruits and Vegetables,85.6198,19,S,GS,87.2198
848,FDS,9.0,0.079794329,Canned,80.1644,17,,ST1,1178.4660000000001
849,FDT,,0.114916546,Fruits and Vegetables,188.4214,19,S,GS,565.2642
850,NCX,6.36,0.00597362,Household,164.5526,13,H,ST1,2137.8838
851,FDX,17.7,0.146973462,Dairy,184.1292,10,,GS,547.2876
852,FDN,16.5,0.07376631,Canned,208.5638,13,H,ST1,2691.8294
854,FDU,,0.328390948,Canned,146.0418,19,S,GS,588.5672
