Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
FDL,20.7,0.047684831,Dairy,212.5876,18,M,ST2,1286.3256
FDL,15.7,0.123159656,Fruits and Vegetables,110.1544,17,,ST1,1230.3984
FDZ,,0,Fruits and Vegetables,60.2194,27,M,ST3,1733.7432
NCW,,0.053392944,Health and Hygiene,193.8162,19,S,GS,384.8324
NCA,16.5,0.036715907,Household,180.0318,45,,ST1,3969.4996
FDX,9,0.065236932,Snack Foods,176.437,35,S,ST1,7763.228
FDO,6.785,0.041947547,Meat,41.2112,13,H,ST1,809.6128
FDW,19.5,0.082888496,Canned,178.6002,18,M,ST2,1253.7014
FDB,7.575,0.055390121,Dairy,195.2768,46,S,ST1,5715.2272
FDF,18.2,0.012194556,Fruits and Vegetables,57.7904,13,H,ST1,1464.76
FDV,16.75,0.060495243,Dairy,169.8106,13,H,ST1,3251.1014
FDY,7.47,0,Frozen Foods,214.3218,35,S,ST1,4274.436
FDX,,0.014753811,Fruits and Vegetables,231.7958,27,M,ST3,5375.0034
FDR,,0.160707489,Fruits and Vegetables,38.019,27,M,ST3,1318.284
FDP,13.85,0.085622362,Meat,119.4124,18,M,ST2,2251.7356
FDL,6.635,0.046350909,Frozen Foods,37.4506,17,,ST1,1176.4686
FDR,6.11,0.102920886,Fruits and Vegetables,130.4968,46,S,ST1,3523.4136
FDB,15.25,0.026604781,Snack Foods,86.2198,35,S,ST1,610.5386
FDC,15.85,0,Canned,96.4094,35,S,ST1,1237.7222
FDT,15.2,0.031860325,Snack Foods,235.1248,10,,GS,474.0496
FDP,,0,Snack Foods,52.6666,27,M,ST3,717.7324
DRE,20.75,0.021250002,Soft Drinks,150.5024,46,S,ST1,2580.6408
FDM,10.195,0.159936948,Frozen Foods,143.2154,46,S,ST1,2552.6772
FDY,7.605,0.129503146,Fruits and Vegetables,164.021,45,,ST1,3914.904
FDW,18,0.142688846,Fruits and Vegetables,88.5514,46,S,ST1,796.9626
FDU,,0.179484411,Dairy,228.9352,19,S,GS,916.1408
NCF,18.35,0.089163056,Household,191.3504,45,,ST1,3259.7568
FDQ,6.59,0.105761491,Fruits and Vegetables,84.8908,49,M,ST1,1677.816
FDN,13.8,0.056960814,Snack Foods,230.0984,49,M,ST1,3707.1744
FDG,21.2,0.00704098,Starchy Foods,173.5738,46,S,ST1,2954.1546
FDY,10.5,0.011026594,Snack Foods,166.4842,18,M,ST2,2652.5472
NCE,8.97,0.093203257,Household,52.7956,45,,ST1,1037.3164
NCK,,0.026916794,Others,50.9666,27,M,ST3,717.7324
NCJ,10.6,0.035264298,Health and Hygiene,86.1224,45,,ST1,426.112
FDT,13.65,0.015908424,Breads,231.1668,35,S,ST1,6911.004
NCX,19,0.017719277,Health and Hygiene,211.0244,46,S,ST1,3811.0392
FDU,,0.035334201,Snack Foods,115.3518,27,M,ST3,2277.036
FDW,,0.065652494,Baking Goods,48.9034,19,S,GS,48.6034
FDF,6.865,0.056919038,Snack Foods,212.8218,49,M,ST1,5770.4886
FDM,10.8,0.048143292,Baking Goods,40.2138,46,S,ST1,690.4346
FDR,16.7,0.022047313,Dairy,110.2886,13,H,ST1,1890.2062
DRP,,0.090427268,Hard Drinks,126.2336,27,M,ST3,3195.84
FDS,15.15,0.027779254,Baking Goods,150.1708,46,S,ST1,1504.708
NCZ,10.5,0,Household,238.3248,10,,GS,711.0744
FDZ,17.6,0.008033611,Dairy,174.2422,18,M,ST2,4311.055
FDH,19.35,0.033088472,Meat,175.4738,46,S,ST1,521.3214
NCB,15.7,0.160663021,Household,59.4562,46,S,ST1,829.5868
FDC,18.1,0.178975721,Dairy,155.5288,17,,ST1,1571.288
FDF,10.195,0.017627888,Starchy Foods,239.6538,35,S,ST1,2403.538
FDW,,0.0194158,Breads,41.6454,19,S,GS,83.8908
FDB,6.655,0.016993225,Fruits and Vegetables,211.0586,45,,ST1,844.2344
NCC,19,0.027139013,Household,127.3336,17,,ST1,2940.1728
FDR,7.075,0.03777249,Frozen Foods,98.0068,10,,GS,291.6204
FDB,13.15,0.036746479,Frozen Foods,181.2976,45,,ST1,3259.7568
FDW,20.1,0.022460102,Fruits and Vegetables,226.8036,49,M,ST1,3415.554
FDA,20.35,0,Dairy,256.7672,18,M,ST2,5624.6784
NCU,18.85,0.05213575,Health and Hygiene,190.1846,49,M,ST1,6687.961
FDY,16.35,0.062508438,Fruits and Vegetables,227.1062,49,M,ST1,5642.655
FDV,11.3,0.007309544,Meat,196.2426,18,M,ST2,4943.565
FDN,17.5,0.015623754,Fruits and Vegetables,182.6266,18,M,ST2,3135.2522
FDW,18,0.142978223,Fruits and Vegetables,87.4514,45,,ST1,796.9626
FDZ,7.935,0.017191055,Dairy,51.535,45,,ST1,848.895
FDW,,0.143592939,Baking Goods,37.3164,19,S,GS,38.6164
FDU,20.25,0.011995271,Canned,184.5924,46,S,ST1,4997.4948
FDF,15.5,0.15717236,Snack Foods,149.1418,49,M,ST1,588.5672
DRH,,0.061393095,Dairy,91.812,19,S,GS,372.848
FDW,,0.264124669,Meat,155.7314,19,S,GS,155.1314
DRI,15.35,0.020310046,Soft Drinks,218.0508,13,H,ST1,3038.7112
NCR,10.1,0.054630834,Health and Hygiene,200.2084,46,S,ST1,1587.2672
FDB,16.7,0.052517969,Frozen Foods,115.4176,45,,ST1,687.1056
FDL,20.7,0.047565208,Dairy,213.4876,49,M,ST1,1929.4884
FDB,16,0.060797393,Starchy Foods,223.8404,13,H,ST1,3600.6464
FDI,14,0.041291169,Starchy Foods,180.7634,46,S,ST1,2181.1608
FDX,12.85,0.022604051,Fruits and Vegetables,181.4318,46,S,ST1,3428.2042
FDP,20.85,0.056580228,Breads,105.6648,45,,ST1,623.1888
NCJ,12.35,0.164196823,Household,120.5124,49,M,ST1,2133.2232
FDJ,6.85,0.022976497,Frozen Foods,261.6594,18,M,ST2,3401.5722
FDU,10.3,0.027310252,Fruits and Vegetables,101.0042,35,S,ST1,1289.6546
FDS,,0.141975462,Snack Foods,49.6008,19,S,GS,50.6008
DRH,8.775,0,Dairy,45.9428,13,H,ST1,790.9704
NCV,18.85,0.01619866,Health and Hygiene,129.2626,17,,ST1,3147.9024
NCO,,0.014205168,Household,56.7614,27,M,ST3,2486.763
FDE,14.85,0.09344495,Baking Goods,141.0812,35,S,ST1,1139.8496
FDH,20.5,0.019199733,Frozen Foods,84.3592,46,S,ST1,1816.3024
FDZ,7.84,0.154120252,Canned,51.935,18,M,ST2,199.74
FDW,18.25,0.089004389,Frozen Foods,196.7452,45,,ST1,978.726
FDU,10.3,0.011117041,Snack Foods,85.854,13,H,ST1,2683.174
NCE,12.5,0.103422709,Household,169.9448,35,S,ST1,2897.5616
FDS,,0.089035961,Dairy,260.5594,27,M,ST3,9158.079
FDB,20.25,0.102723919,Canned,93.212,46,S,ST1,1957.452
DRB,,0.024733134,Soft Drinks,40.2822,27,M,ST3,1296.3126
NCC,15,0.044871033,Health and Hygiene,140.3838,13,H,ST1,2528.7084
FDQ,8.325,0.029760052,Fruits and Vegetables,38.7138,13,H,ST1,284.2966
FDA,15.85,0.078999287,Canned,38.6506,17,,ST1,759.012
FDZ,13.1,0.020870744,Dairy,117.3782,46,S,ST1,1787.673
NCV,6.26,0.031599715,Household,111.3228,17,,ST1,2431.5016
DRI,17.25,0.042413704,Dairy,173.1764,18,M,ST2,4466.1864
FDO,5.765,0.072284689,Frozen Foods,119.9098,35,S,ST1,2048.6666
NCS,13.6,0.009984847,Household,175.437,13,H,ST1,1940.807
FDH,10.5,0.052852621,Frozen Foods,88.783,17,,ST1,2067.309
FDG,7.975,0.014660821,Baking Goods,85.125,45,,ST1,2663.2
FDR,12.65,0.076354362,Frozen Foods,192.1846,18,M,ST2,1146.5076
NCH,12.3,0.076709639,Household,247.846,45,,ST1,3448.844
FDA,5.985,0.005677876,Baking Goods,184.8924,45,,ST1,1665.8316
FDU,,0,Fruits and Vegetables,184.7266,27,M,ST3,8114.7704
FDT,15.15,0.012282366,Snack Foods,132.5284,49,M,ST1,1713.7692
FDU,12.35,0.026681262,Canned,56.4246,46,S,ST1,810.9444
FDK,14.3,0.127541722,Frozen Foods,84.9224,46,S,ST1,1193.1136
NCT,8.695,0.119513002,Household,93.4094,35,S,ST1,856.8846
FDV,16.35,0.054463442,Meat,163.8842,10,,GS,165.7842
FDM,6.135,0,Baking Goods,151.3366,45,,ST1,1057.9562
NCO,19.5,0.015756784,Household,185.0608,45,,ST1,2205.1296
FDQ,9.5,0.010907967,Snack Foods,182.3608,13,H,ST1,2940.1728
DRK,8.895,0.07543556,Hard Drinks,235.8616,35,S,ST1,3046.7008
FDW,18.25,0,Frozen Foods,196.8452,46,S,ST1,3327.6684
FDC,21.35,0.115194717,Canned,258.3278,10,,GS,520.6556
FDR,19.7,0.066922802,Snack Foods,174.837,35,S,ST1,2999.429
FDN,,0.064636203,Baking Goods,90.0804,27,M,ST3,2113.2492
FDT,16.6,0.103195401,Fruits and Vegetables,117.8466,45,,ST1,942.7728
FDX,,0.13121032,Dairy,74.0354,19,S,GS,75.2354
FDH,10.895,0.035747522,Fruits and Vegetables,133.6284,46,S,ST1,1581.9408
FDH,,0.192650072,Frozen Foods,37.4506,19,S,GS,37.9506
NCT,,0.098031771,Health and Hygiene,151.3024,19,S,GS,151.8024
FDO,,0.030118338,Breads,248.8092,27,M,ST3,3486.1288
NCP,8.51,0.016201845,Household,195.2478,17,,ST1,4262.4516
FDN,14.15,0.05837308,Snack Foods,243.9828,10,,GS,731.0484
FDP,6.65,0.087652908,Fruits and Vegetables,128.8678,35,S,ST1,1398.8458
FDV,15.25,0.065999008,Snack Foods,177.966,49,M,ST1,2336.958
FDW,18.25,0.088750333,Frozen Foods,196.5452,13,H,ST1,2348.9424
FDR,,0.100277876,Fruits and Vegetables,196.8768,27,M,ST3,7094.7648
FDA,16,0.099252438,Frozen Foods,87.4856,35,S,ST1,1054.6272
NCG,19.2,0,Household,127.831,45,,ST1,1298.31
NCK,12.15,0,Household,117.815,17,,ST1,2330.3
FDE,8.895,0.026384672,Frozen Foods,208.9954,49,M,ST1,4584.6988
FDB,10.895,0.228993134,Dairy,263.4568,10,,GS,527.3136
FDC,16,0.065431917,Dairy,76.1986,17,,ST1,1869.5664
FDE,,0.026749991,Frozen Foods,106.928,27,M,ST3,2876.256
FDK,9.195,0,Baking Goods,43.6744,18,M,ST2,407.4696
FDW,11.35,0.043333912,Fruits and Vegetables,201.0742,18,M,ST2,2189.8162
NCX,10,0.089656812,Health and Hygiene,144.0102,17,,ST1,1603.9122
NCM,9.395,0.039954281,Others,82.4908,35,S,ST1,2013.3792
DRN,,0.087854925,Soft Drinks,95.9752,19,S,GS,95.8752
FDQ,20.75,0.149404057,Breakfast,192.8478,10,,GS,774.9912
FDK,9.8,0.0268952,Meat,128.402,45,,ST1,2403.538
FDK,5.695,0.065857092,Frozen Foods,258.5646,18,M,ST2,4380.2982
FDR,18.2,0.161817014,Fruits and Vegetables,37.819,45,,ST1,219.714
FDL,19.35,0.082197959,Baking Goods,49.2034,13,H,ST1,729.051
DRL,18.35,0.015335349,Hard Drinks,106.6938,45,,ST1,1393.5194
NCX,6.36,0.00599072,Household,163.6526,45,,ST1,5262.4832
DRD,9.8,0.013898123,Soft Drinks,46.506,18,M,ST2,372.848
FDZ,,0.078912473,Baking Goods,99.9042,27,M,ST3,3273.7386
NCJ,,0.059776237,Household,231.7642,27,M,ST3,5344.3766
FDL,6.635,0,Frozen Foods,39.7506,13,H,ST1,303.6048
FDC,18.1,0.297883712,Dairy,156.7288,10,,GS,314.2576
NCD,8.93,0.022059594,Household,56.0614,10,,GS,276.307
FDD,8.3,0.03532494,Fruits and Vegetables,38.9506,13,H,ST1,721.0614
NCN,8.895,0.124967595,Household,112.7544,45,,ST1,3467.4864
FDY,16.35,0.062411404,Fruits and Vegetables,225.9062,46,S,ST1,5416.9488
NCI,8.6,0.032754431,Health and Hygiene,140.5154,18,M,ST2,283.6308
NCE,,0.160178832,Household,160.2894,19,S,GS,323.5788
FDC,19,0.104035148,Fruits and Vegetables,227.772,17,,ST1,5206.556
FDU,7.56,0.06390019,Frozen Foods,157.263,45,,ST1,2503.408
FDN,12.6,0.062648111,Frozen Foods,104.899,13,H,ST1,1960.781
NCM,15.6,0.111685868,Others,184.7924,10,,GS,370.1848
FDR,8.71,0.233039817,Canned,49.5376,10,,GS,95.8752
FDC,18.1,0.17824575,Dairy,158.1288,49,M,ST1,3299.7048
FDB,13.35,0.140241213,Frozen Foods,150.2392,17,,ST1,2684.5056
FDK,16.6,0,Fruits and Vegetables,173.3738,46,S,ST1,2085.2856
FDA,6.695,0.033935576,Frozen Foods,221.9456,35,S,ST1,2210.456
FDO,,0.016516275,Fruits and Vegetables,47.4034,27,M,ST3,2187.153
FDO,16.6,0.026537206,Frozen Foods,57.2614,46,S,ST1,1049.9666
NCL,15.35,0.015673267,Others,145.047,35,S,ST1,2719.793
FDA,19.7,0.089083914,Fruits and Vegetables,54.593,10,,GS,56.593
FDR,14.3,0.131152799,Baking Goods,78.6328,17,,ST1,231.6984
FDV,,0.083109455,Canned,195.8426,27,M,ST3,5734.5354
FDG,10,0.045818773,Frozen Foods,138.718,13,H,ST1,1398.18
DRG,14.8,0.044869794,Soft Drinks,76.467,35,S,ST1,1531.34
FDB,,0,Canned,160.692,19,S,GS,319.584
FDI,8.71,0.04605781,Dairy,43.8744,49,M,ST1,633.8416
FDD,12.15,0.030815427,Frozen Foods,252.0698,10,,GS,1014.6792
NCR,17.85,0.01806055,Health and Hygiene,97.0094,45,,ST1,2094.6068
FDW,9.5,0.035205866,Fruits and Vegetables,171.3448,49,M,ST1,2386.2272
FDU,11.8,0.076705948,Snack Foods,34.7558,35,S,ST1,780.9834
FDI,14.1,0.089677773,Canned,139.8496,46,S,ST1,1693.7952
FDW,,0.132327406,Dairy,168.4158,19,S,GS,334.2316
FDN,19.35,0.065520388,Meat,168.3816,46,S,ST1,1342.2528
FDT,19.75,0.012518707,Fruits and Vegetables,190.6872,17,,ST1,4916.2672
FDJ,10.3,0.050353695,Canned,78.696,17,,ST1,1757.712
NCQ,,0.110762642,Others,108.5912,27,M,ST3,1637.868
FDZ,,0.045050674,Snack Foods,84.925,27,M,ST3,1747.725
FDU,10.8,0.083016832,Dairy,193.4504,17,,ST1,2876.256
FDS,17.75,0,Fruits and Vegetables,139.9838,45,,ST1,1966.7732
DRH,8.575,0.023983258,Soft Drinks,106.328,18,M,ST2,958.752
DRF,19.1,0.075836522,Dairy,40.2138,10,,GS,81.2276
FDJ,20.7,0.100330684,Fruits and Vegetables,123.4388,49,M,ST1,1238.388
FDE,,0.051778173,Snack Foods,157.892,19,S,GS,319.584
FDX,6.785,0.022970468,Snack Foods,211.0928,35,S,ST1,4418.2488
DRM,6.57,0.066014596,Hard Drinks,259.7278,13,H,ST1,2863.6058
FDL,5.78,0.07429945,Snack Foods,264.9568,45,,ST1,1845.5976
FDL,6.92,0.131128467,Breakfast,93.1804,49,M,ST1,1561.9668
FDD,20.25,0.014816356,Dairy,194.1162,49,M,ST1,3848.324
FDT,13.65,0.049318315,Fruits and Vegetables,149.005,45,,ST1,2097.27
FDO,13.5,0.017960492,Snack Foods,81.596,17,,ST1,639.168
NCM,16.5,0.035801238,Health and Hygiene,92.612,18,M,ST2,559.272
FDJ,16.7,0.038606365,Snack Foods,146.5102,45,,ST1,2770.3938
FDC,8.68,0.008871687,Frozen Foods,99.7384,18,M,ST2,295.6152
DRK,,0.125793938,Hard Drinks,36.2506,19,S,GS,37.9506
FDQ,7.235,0.058369013,Snack Foods,115.2834,18,M,ST2,1267.0174
DRB,16.75,0,Soft Drinks,39.3822,46,S,ST1,353.5398
DRE,15.35,0.073269336,Soft Drinks,92.112,35,S,ST1,1118.544
FDL,10.8,0.049677651,Fruits and Vegetables,245.9144,13,H,ST1,4655.2736
NCV,6.26,0.031470832,Household,110.2228,49,M,ST1,1547.3192
FDW,5.63,0.024579432,Meat,105.3306,49,M,ST1,1045.306
FDL,6.92,0.131665479,Breakfast,91.8804,17,,ST1,275.6412
FDC,12.15,0.015523707,Frozen Foods,212.0928,18,M,ST2,2735.1064
FDK,16.6,0.122475364,Fruits and Vegetables,175.5738,45,,ST1,347.5476
FDE,9.195,0.107891398,Snack Foods,182.7634,46,S,ST1,3817.0314
FDP,19,0.128065918,Snack Foods,104.3622,35,S,ST1,1905.5196
FDZ,9.395,0.045361705,Snack Foods,83.825,45,,ST1,665.8
NCK,9.8,0.090390357,Others,192.1478,13,H,ST1,2324.9736
FDO,,0.087029712,Fruits and Vegetables,109.2228,27,M,ST3,3205.1612
NCU,18.85,0.052054819,Health and Hygiene,189.1846,46,S,ST1,2101.9306
NCF,9.13,0.051952573,Household,152.3024,45,,ST1,1821.6288
FDG,9,0.050786366,Canned,152.2024,17,,ST1,3643.2576
NCH,17.1,0.067141355,Household,114.586,35,S,ST1,2942.836
FDR,6.715,0.121485195,Baking Goods,40.2454,13,H,ST1,587.2356
NCJ,5.82,0.080640478,Household,167.779,46,S,ST1,2886.243
FDR,18.7,0.037699254,Fruits and Vegetables,110.2886,45,,ST1,2223.772
FDU,7.93,0,Frozen Foods,123.2414,18,M,ST2,487.3656
NCQ,18.75,0.034501405,Household,211.7218,17,,ST1,5770.4886
FDL,,0.053795154,Snack Foods,117.7466,27,M,ST3,1414.1592
DRK,5,0.044004675,Soft Drinks,188.853,46,S,ST1,5502.837
FDK,7.445,0,Baking Goods,76.8354,46,S,ST1,2181.8266
FDV,20.85,0.121250374,Snack Foods,193.9452,46,S,ST1,1565.9616
FDN,20.85,0,Meat,115.1808,18,M,ST2,1054.6272
FDZ,19.2,0.100230114,Frozen Foods,112.9886,49,M,ST1,1667.829
NCF,17.35,0.167383061,Household,175.6712,46,S,ST1,2812.3392
FDQ,14.3,0.034404732,Baking Goods,98.1726,35,S,ST1,489.363
FDW,19.5,0.082719632,Canned,179.3002,45,,ST1,2865.6032
FDR,6.675,0.041913535,Snack Foods,90.7462,35,S,ST1,1665.8316
NCE,8.18,0.0132043,Household,143.8154,17,,ST1,2694.4926
FDK,6.98,0.041105789,Canned,83.4934,46,S,ST1,1555.9746
FDC,,0.141106202,Starchy Foods,87.9172,27,M,ST3,3836.3396
FDL,16.85,0.036463975,Snack Foods,90.7488,45,,ST1,543.2928
NCQ,14.8,0.01946418,Health and Hygiene,196.3794,13,H,ST1,1950.794
FDX,12.3,0,Snack Foods,57.3562,13,H,ST1,177.7686
FDC,7.435,0.123086812,Starchy Foods,206.9638,45,,ST1,1035.319
FDH,15.1,0.105646853,Fruits and Vegetables,42.8796,35,S,ST1,949.4308
FDX,9.195,0.118149377,Snack Foods,160.5578,17,,ST1,1283.6624
DRJ,10.1,0.046545786,Hard Drinks,59.9878,13,H,ST1,484.7024
FDC,16,0.065009745,Dairy,79.5986,13,H,ST1,934.7832
FDO,17.7,0.016630303,Fruits and Vegetables,48.1034,45,,ST1,534.6374
FDP,8.1,0.134532392,Canned,39.448,49,M,ST1,878.856
FDP,20.6,0.083133128,Baking Goods,120.1756,49,M,ST1,1332.9316
NCQ,20.35,0.039428167,Household,127.9678,18,M,ST2,3560.6984
FDY,8.195,0,Baking Goods,93.1462,18,M,ST2,647.8234
FDU,17.75,0.034823127,Dairy,248.675,45,,ST1,4993.5
FDB,7.475,0.148492521,Fruits and Vegetables,240.6854,35,S,ST1,1691.7978
FDT,19,0.065901299,Fruits and Vegetables,188.7214,18,M,ST2,1695.7926
FDK,12.6,0.041622264,Fruits and Vegetables,124.0072,49,M,ST1,4042.7376
FDX,,0.064933297,Snack Foods,174.837,27,M,ST3,4763.799
FDM,7.895,0.0945493,Breakfast,102.6332,35,S,ST1,1640.5312
DRI,,0.107076832,Soft Drinks,58.7904,27,M,ST3,1288.9888
FDL,17.1,0.128674983,Fruits and Vegetables,112.3886,45,,ST1,2334.9606
FDU,8.355,0.188322664,Canned,148.5418,18,M,ST2,2207.127
FDE,,0,Frozen Foods,145.2102,19,S,GS,437.4306
FDE,18.5,0.052025392,Snack Foods,118.4124,13,H,ST1,2370.248
FDT,,0.065316099,Fruits and Vegetables,189.9214,27,M,ST3,5087.3778
FDZ,8.975,0.01516265,Canned,101.899,10,,GS,103.199
FDM,10.1,0.053584207,Fruits and Vegetables,224.4088,46,S,ST1,4697.8848
FDS,9.285,0.020989132,Snack Foods,158.6578,13,H,ST1,2406.867
FDZ,11.6,0.144017405,Dairy,238.3222,46,S,ST1,5736.5328
FDC,,0.115978122,Snack Foods,183.4266,27,M,ST3,7192.6374
FDY,12.5,0.081465335,Meat,220.7798,18,M,ST2,6611.394
FDL,16,0.041177505,Snack Foods,142.3496,17,,ST1,3246.4408
DRG,14.15,0.042352822,Dairy,51.6982,18,M,ST2,1262.3568
NCG,20.2,0.074541867,Household,94.1462,18,M,ST2,1758.3778
FDT,13.65,0.18454121,Canned,211.5902,45,,ST1,4672.5844
NCR,17.25,0.114160573,Household,253.1724,17,,ST1,3775.086
DRF,5.655,0.175352413,Soft Drinks,147.4102,49,M,ST1,2478.7734
FDF,20.75,0.083590755,Frozen Foods,182.2318,35,S,ST1,3067.3406
FDS,5.175,0.029471408,Snack Foods,105.4622,13,H,ST1,3281.7282
FDR,20,0.028282832,Fruits and Vegetables,46.2744,17,,ST1,1086.5856
FDY,11.8,0,Fruits and Vegetables,46.5402,10,,GS,229.701
FDD,16.75,0.008208342,Canned,102.8674,45,,ST1,1528.011
DRF,18.35,0.03334929,Dairy,155.034,18,M,ST2,1990.742
FDH,12.8,0.076060037,Fruits and Vegetables,95.141,46,S,ST1,868.869
NCJ,19.75,0.014301326,Household,103.0332,46,S,ST1,1230.3984
FDB,8.75,0.074931201,Fruits and Vegetables,187.6556,18,M,ST2,938.778
FDD,13.3,0.080131363,Dairy,234.03,18,M,ST2,4194.54
NCL,18.85,0.167444431,Household,194.6136,13,H,ST1,1166.4816
FDW,9.695,0.03033748,Snack Foods,222.9114,49,M,ST1,5764.4964
FDE,20.7,0.04874969,Fruits and Vegetables,37.5506,35,S,ST1,113.8518
FDA,,0.014788594,Starchy Foods,174.408,27,M,ST3,7443.644
FDJ,11.1,0.111298111,Fruits and Vegetables,191.7846,17,,ST1,3057.3536
FDG,8.975,0.05268526,Canned,83.3224,13,H,ST1,3579.3408
FDD,12.15,0.018485511,Frozen Foods,253.1698,18,M,ST2,1522.0188
NCE,7.67,0.184689756,Household,35.4216,13,H,ST1,450.0808
FDS,13.8,0.064153845,Fruits and Vegetables,76.9012,13,H,ST1,607.2096
FDU,4.785,0.092516598,Breads,120.1098,13,H,ST1,1325.6078
FDL,20,0.104245198,Canned,105.3622,49,M,ST1,1270.3464
FDO,,0.041779181,Meat,43.4112,27,M,ST3,1107.8912
DRK,8.395,0.07226985,Hard Drinks,254.104,18,M,ST2,3542.056
FDO,6.175,0.179806961,Meat,95.2752,18,M,ST2,1534.0032
FDB,8.21,0.044995631,Dairy,89.2198,49,M,ST1,1308.297
FDA,19.7,0.053523765,Fruits and Vegetables,55.393,17,,ST1,1471.418
NCB,19.6,0.041459372,Household,89.6514,18,M,ST2,1239.7196
NCL,7.5,0.036234918,Health and Hygiene,175.3028,46,S,ST1,3896.2616
FDR,5.845,0.105445801,Frozen Foods,214.4218,18,M,ST2,1496.0526
NCQ,11.395,0,Health and Hygiene,151.6708,13,H,ST1,3460.8284
FDF,7.17,0.05997133,Fruits and Vegetables,132.1968,18,M,ST2,2870.9296
FDU,5.75,0.075595405,Dairy,114.7176,17,,ST1,1259.6936
FDG,15.5,0.210375806,Fruits and Vegetables,178.2028,10,,GS,177.1028
FDD,7.76,0.059341019,Snack Foods,99.77,35,S,ST1,798.96
FDT,13.65,0.18520944,Canned,212.9902,17,,ST1,3185.853
FDK,10.8,0.098566832,Meat,98.3042,49,M,ST1,1488.063
FDJ,11.1,0.11084417,Fruits and Vegetables,189.2846,49,M,ST1,5159.2842
FDS,,0.0350152,Snack Foods,182.0318,27,M,ST3,5954.2494
FDJ,12.8,0.023567538,Meat,226.8404,49,M,ST1,4500.808
FDU,8.785,0,Fruits and Vegetables,123.0414,10,,GS,121.8414
FDG,20.6,0.04792722,Fruits and Vegetables,185.9556,35,S,ST1,4318.3788
FDE,7.89,0.036207786,Dairy,121.0782,45,,ST1,3456.1678
FDU,16.85,0.044377096,Fruits and Vegetables,185.8266,13,H,ST1,1659.8394
NCH,16.35,0.034742632,Household,127.402,45,,ST1,759.012
FDX,,0.116915909,Snack Foods,159.4578,27,M,ST3,4974.1918
FDR,17.35,0.062979148,Baking Goods,87.983,45,,ST1,1707.777
FDC,,0.068604503,Fruits and Vegetables,197.3768,27,M,ST3,7488.9184
NCV,,0.03294861,Household,116.8124,27,M,ST3,2488.7604
NCQ,12.6,0.007450258,Household,186.7556,13,H,ST1,2816.334
NCU,5.32,0.093027718,Health and Hygiene,101.4674,49,M,ST1,2954.1546
NCZ,,0.164864915,Household,255.2698,19,S,GS,761.0094
FDV,13,0.083498083,Canned,199.4426,35,S,ST1,593.2278
DRH,,0.014522363,Soft Drinks,50.2324,27,M,ST3,1298.31
NCI,19.85,0.025963795,Household,46.3376,35,S,ST1,1150.5024
NCQ,17.6,0.019012262,Health and Hygiene,237.159,17,,ST1,3072.667
NCT,14.6,0.059393919,Household,181.7976,35,S,ST1,3259.7568
FDF,7.55,0.027212058,Canned,152.734,49,M,ST1,2756.412
FDM,13.8,0.013263968,Canned,106.9254,46,S,ST1,2930.1858
FDX,17.25,0.079113947,Snack Foods,99.2068,10,,GS,97.2068
NCV,10.1,0.03020851,Health and Hygiene,153.1656,46,S,ST1,1544.656
FDX,14.3,0.049634817,Meat,212.5586,13,H,ST1,3165.879
FDA,9.8,0.047187038,Baking Goods,100.6016,46,S,ST1,1619.2256
NCV,11.3,0.066681333,Household,194.4478,46,S,ST1,387.4956
NCE,7.67,0.185218446,Household,36.3216,45,,ST1,415.4592
DRI,13.8,0.162462044,Dairy,55.893,10,,GS,226.372
FDH,10.395,0.031273559,Seafood,160.0604,49,M,ST1,1267.6832
FDR,20.7,0.042836778,Dairy,175.8028,46,S,ST1,1593.9252
FDA,,0.114127418,Dairy,147.176,19,S,GS,585.904
FDG,17.35,0.146895866,Seafood,149.605,18,M,ST2,3745.125
NCQ,16.35,0.013420879,Others,104.828,18,M,ST2,1810.976
FDN,19.35,0.026181893,Fruits and Vegetables,167.0474,46,S,ST1,2358.2636
NCN,15.2,0.012184999,Health and Hygiene,50.3034,17,,ST1,145.8102
FDI,14.3,0.026428924,Frozen Foods,78.2302,18,M,ST2,554.6114
FDA,,0.045243613,Dairy,146.8102,27,M,ST3,3499.4448
FDZ,20,0,Frozen Foods,127.3678,46,S,ST1,1780.3492
FDO,,0.076790922,Frozen Foods,172.1106,27,M,ST3,2566.659
FDU,10.1,0.045950475,Snack Foods,38.2848,17,,ST1,1230.3984
FDP,,0.133673087,Canned,41.548,27,M,ST3,918.804
FDV,,0.060252433,Dairy,170.7106,27,M,ST3,3079.9908
FDS,8.18,0.082529704,Frozen Foods,56.9588,49,M,ST1,744.3644
FDW,19.5,0.082552214,Canned,179.8002,46,S,ST1,716.4008
FDP,18.7,0.089272253,Snack Foods,254.7672,46,S,ST1,5113.344
FDJ,12.35,0.072541731,Dairy,48.5692,45,,ST1,886.8456
FDQ,16,0.017536671,Meat,45.5718,13,H,ST1,1039.9796
DRK,8.395,0.072088552,Hard Drinks,253.704,49,M,ST1,4554.072
FDU,4.785,0.092781435,Breads,119.7098,45,,ST1,1807.647
NCK,5.03,0.008644894,Household,122.6756,35,S,ST1,2665.8632
FDY,15.6,0.025342692,Snack Foods,174.3054,17,,ST1,1751.054
